date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:42:20	29580/29580	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:43:56%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/index.html	(from )
22:42:20	118/118	---MCZ	200	added ('OK')	text/plain	date:Wed,%2007%20Dec%202022%2000:00:20%20GMT	https://wordpressriverthemes.com/robots.txt		(from )
22:42:21	766/766	---MCZ	200	added ('OK')	image/x-icon	date:Sat,%2014%20Mar%202020%2018:05:44%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/assets/images/favicon.ico	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/assets/images/favicon.ico	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:21	12640/12640	---MCZ	200	added ('OK')	text/css	date:Sat,%2014%20Aug%202021%2007:21:50%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/assets/css/default.css	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/assets/css/default.css	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:23	92176/92176	---MCZ	200	added ('OK')	text/css	date:Wed,%2020%20Apr%202022%2013:34:34%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/assets/css/style.css	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/assets/css/style.css	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:24	13471/13471	---MCZ	200	added ('OK')	text/css	date:Wed,%2013%20Apr%202022%2007:02:56%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/assets/css/responsive.css	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/assets/css/responsive.css	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:24	29575/29575	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:43:56%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/index.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/index-2.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:25	3170/3170	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Mar%202022%2008:01:42%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/assets/images/logo/logo-1.png	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/assets/images/logo/logo-1.png	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:27	30045/30045	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:44:06%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/index-2.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/index-3.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:28	34481/34481	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:44:14%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/index-3.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/index-4.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:29	34522/34522	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:44:20%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/index-3-dark.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/index-3-dark.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:30	28703/28703	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:26:26%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/onepage-index-1.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/onepage-index-1.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:31	29195/29195	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:26:46%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/onepage-index-2.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/onepage-index-2.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:32	33439/33439	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:24:54%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/onepage-index-3.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/onepage-index-3.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:33	33483/33483	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:33:12%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/onepage-index-3-dark.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/onepage-index-3-dark.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:34	21140/21140	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:45:32%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/services.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/services.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:35	17284/17284	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:45:28%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/service-details.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/service-details.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:36	16229/16229	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:45:22%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/projects.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/projects.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:37	13166/13166	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:45:14%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/project-details.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/project-details.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:38	21038/21038	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:44:46%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/about.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/about.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:39	21010/21010	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:45:46%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/team.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/team.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:40	13227/13227	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:45:38%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/team-details.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/team-details.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:41	16790/16790	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:45:00%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/blogs.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/blogs.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:42	19275/19275	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:44:54%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/blog-details.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/blog-details.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:43	13051/13051	---MCZ	200	added ('OK')	text/html	date:Wed,%2013%20Apr%202022%2007:45:06%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/contact.html	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/contact.html	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:43	191/191	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Mar%202022%2008:04:02%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/assets/images/dot.png	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/assets/images/dot.png	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:45	27468/27468	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2010:27:12%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/assets/images/hero/hero-one-img-1.jpg	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/assets/images/hero/hero-one-img-1.jpg	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:45	49625/49625	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2010:27:54%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/assets/images/hero/hero-one-img-2.jpg	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/assets/images/hero/hero-one-img-2.jpg	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:46	11482/11482	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Mar%202022%2010:28:14%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/assets/images/shape/circle-logo-1.png	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/assets/images/shape/circle-logo-1.png	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:47	2940/2940	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Mar%202022%2010:28:28%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/assets/images/shape/shape-1.png	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/assets/images/shape/shape-1.png	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
22:42:48	334/334	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Mar%202022%2010:28:46%20GMT	https://wordpressriverthemes.com/htmltemp/pixlab/assets/images/shape/shape-2.png	/Volumes/DATAHD/Thang/project/wservice/wlinvn/temp/wordpressriverthemes.com/htmltemp/pixlab/assets/images/shape/shape-2.png	(from https://wordpressriverthemes.com/htmltemp/pixlab/)
